,name,artist_id,popularity,followers
483,Akon,0z4gvV4rjIZ9wHck67ucSV,79,3460507
484,Vishal-Shekhar,6Mv8GjQa7LKUGCAqa9qqdb,73,2976228
485,Tones And I,2NjfBq1NflQcKSeiDooVjY,70,2984942
486,Calibre 50,4jogXSSvlyMkODGSZ2wc2P,76,8908666
487,Joan Sebastian,7FsRH5bw8iWpSbMX1G7xf1,75,7677628
488,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,75,4854184
489,Dr. Dre,6DPYiyq5kWVQS4RGwxzPC7,78,8360216
490,Phil Collins,4lxfqrEsLX6N1N4OCSkILp,74,4852880
491,Disney,3xvaSlT4xsyk6lY1ESOspO,80,250121
492,Philip Bailey,6ZNeppgfBLPUyugks9Yn1u,55,41867
493,Lil Skies,7d3WFRME3vBY2cgoP38RDo,69,4859941
494,Bankrol Hayden,0Yr4BBpK2dkCp2UsrJ9LZN,63,492030
495,$NOT,5IbEL2xjRtKsunfmsahLuO,72,1220777
496,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,73,5679474
497,Eagles,0ECwFtbIWEVNwjlrfc6xoL,74,8810433
498,Matheus & Kauan,2Z0lRIqr997lIUiPtrpKCr,77,10380255
499,Cleber & Cauan,6Y8pfJkEdw4EAST4g9C026,58,1739878
500,João Neto & Frederico,2FrLTuXGuFDzQsjKidB03W,56,3330783
501,KAYTRANADA,6qgnBH6iDM91ipVXv28OMu,68,1093773
502,Freddie Gibbs,0Y4inQK6OespitzD6ijMwb,69,1074153
503,The Offspring,5LfGQac0EIXyAN8aUwmNAQ,75,4775806
504,Conan Gray,4Uc8Dsxct0oMqx0P6i60ea,80,6916596
505,George Ezra,2ysnwxxNtSgbb9t1m2Ur4j,73,3847179
506,The Strokes,0epOFNiUfyON9EYx7Tpr6V,74,4626409
507,Three Days Grace,2xiIXseIJcq3nG7C8fHeBj,74,5293596
508,24kGoldn,6fWVd57NKTalqvmjRd2t8Z,73,1905340
509,Ricardo Arjona,0h1zs4CTlU9D2QtgPxptUD,76,10446136
510,Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,71,2788363
511,MC Rogerinho,5JbQpbeFaKfuZVFzKwaawP,64,542073
512,Wesley Safadão,1AL2GKpmRrKXkYIcASuRFa,74,11220461
513,Dj Guuga,1cNPXWhKfjI0fT5EMCnamR,64,817115
514,Tierry,4FUMTycjZlEY6ZxMgqNjC8,62,1291525
515,Marcynho Sensação,4dnPDc045bVjibyATxVUOs,64,799085
516,Ninho,6Te49r3A6f5BiIgBRxH7FH,78,7192661
517,No Limit,2Ns3GuAU2LYllDr7z20d0e,52,5434
518,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,72,5794343
519,Alejandro Sanz,5sUrlPAHlS9NEirDB8SEbF,75,6722181
520,Måneskin,0lAWpj5szCSwM4rUMHYmrr,79,6470639
521,Cartel De Santa,07PdYoE4jVRF6Ut40GgVSP,76,12349496
522,Jeremih,3KV3p5EY4AvKxOlhGHORLg,74,6002969
523,Céline Dion,4S9EykWXhStSc15wEx8QFK,73,6768722
524,Danny Ocean,5H1nN1SzW0qNeUEZvuXjAj,78,4517243
525,LAGOS,7uQ1D2NNHs5cUL3CLKRbia,63,57270
526,Mike Bahía,1phfTBIocBW3UwqcYjaEN6,65,2775735
527,Leo Rizzi,2281RSmb2cN6knnt0Iarb2,61,122097
528,Rels B,2IMZYfNi21MGqxopj9fWx8,80,4272978
529,Aleman,4QFG9KrGWEbr6hNA58CAqE,73,4244187
530,Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,71,6383794
531,Ricky Martin,7slfeZO9LsJbWgpkIoXBUJ,73,6944946
532,Calum Scott,6ydoSd3N2mwgwBHtF6K7eX,77,4676970
533,Murilo Huff,3hq7WoPJsrRP0KMSLhUgRz,71,418927
534,Israel & Rodolffo,41QLxRXlc2NwfJZkHGHKid,72,1729872
535,Maiara & Maraisa,59jlthNnbmim5l9tmNA7se,76,11582119
536,Lauana Prado,6TYimByryGphZCtwYopH0y,67,2827354
537,Saweetie,6cK3NBO6uP7hh0oyuVELFl,71,1693739
538,Marc Anthony,4wLXwxDeWQ8mtUIRPxGiD6,75,8155783
539,Natanael Cano,0elWFr7TW8piilVRYJUe4P,76,5063773
540,Steve Aoki,77AiFEVeAVj2ORpC85QVJs,72,3703074
541,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,76,3926411
542,Sista Prod,7cSbcJTJBBSXDjRNR2qD61,55,35701
543,Train,3FUY2gzHeIiaesXtOAdB7A,71,4161391
544,Dirty Heads,6GkJh85o22LfD2vgL9DP6f,62,723823
545,Lil Mosey,5zctI4wO9XSKS8XwcnqEHk,70,4848400
546,LIT killah,1vqR17Iv8VFdzure1TAXEq,74,4046517
547,Daniel Caesar,20wkVLutqVOYrc0kxFs7rA,76,3588005
548,Omar Apollo,5FxD8fkQZ6KcsSYupDVoSO,74,657755
549,Jimmie Allen,147nKr9upHZSSxqCzh9j7c,62,207269
550,Bee Gees,1LZEQNv7sE11VDY3SdxQeN,75,6219947
551,Passenger,0gadJ2b9A4SKsB1RFkBb66,70,3069022
552,R3HAB,6cEuCEZu7PAE9ZSzLLc2oQ,76,2413945
553,Tate McRae,45dkTj5sMRSjrmBSBeiHym,79,3202315
554,Pablo Alborán,5M9Bb4adKAgrOFOhc05Y50,74,4660291
555,Foster The People,7gP3bB2nilZXLfPHJhMdvc,70,3558778
556,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,74,6186652
557,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,74,2841569
558,CNCO,0eecdvMrqBftK0M1VKhaF4,69,9320950
559,PRETTYMUCH,5Y8eJDj37KhaEeqbVO7Ag1,60,1233925
560,Armin van Buuren,0SfsnGyD8FpIN4U4WCkBZ5,73,4133536
561,Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,71,1352564
562,Trey Songz,2iojnBLj0qIMiKPvVhLnsH,69,6919991
563,Dean Lewis,3QSQFmccmX81fWCUSPTS7y,78,2296898
564,LANY,49tQo2QULno7gxHutgccqF,75,5160347
565,Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,69,949639
566,220 KID,4Euia7UzdRshy1DJOSMTcs,61,18693
567,Gabry Ponte,5ENS85nZShljwNgg4wFD7D,73,394768
568,Afrojack,4D75GcNG95ebPtNvoNVXhz,71,3922382
569,Andy Grammer,2oX42qP5ineK3hrhBECLmj,69,1102334
570,Fireboy DML,75VKfyoBlkmrJFDqo1o2VY,71,1219221
571,Minelli,5T0j6On1EthT2QVNXh8vqc,61,116542
572,Jeremy Zucker,3gIRvgZssIb9aiirIg0nI3,72,2063890
573,John Williams,3dRfiJ2650SZu6GbydcHNb,73,1172430
574,Pentatonix,26AHtbjWKiwYzsoGoUZq53,74,3408616
575,James Blunt,7KMqksf0UMdyA0UCf4R3ux,69,2698735
576,Stray Kids,2dIgFjalVxs4ThymZ67YCE,81,9601323
577,Cage The Elephant,26T3LtbuGT1Fu9m0eRq5X3,73,3047648
578,Fetty Wap,6PXS4YHDkKvl1wkIl4V8DL,69,4384767
579,The Police,5NGO30tJxFlKixkPSgXcFE,74,5199697
580,Wilkinson,6m8itYST9ADjBIYevXSb1r,61,213491
581,Oliver Heldens,5nki7yRhxgM509M5ADlN1p,69,971164
582,MK,2l35CQqtYRh3d8ZIiBep4v,65,1005488
583,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,72,4768712
584,Ski Mask The Slump God,2rhFzFmezpnW82MNqEKVry,75,5187029
585,DJ Scheme,1m7LSAMIB1BErIHYSOn32W,62,219381
586,Feid,2LRoIwlKmHjgvigdNGBHNo,89,2682058
587,Alejo,50sIhX3HytFEwQXZJLUZQE,66,36579
588,Ryan Castro,7j6DKwmjbxvpQO8h914uEz,74,1264004
589,Nacho,2ayNSoKPCRAfjp6hQ76hRu,64,4926255
590,Yandel,0eHQ9o50hj6ZDNBt6Ys1sD,74,6364556
591,Elderbrook,2vf4pRsEY6LpL5tKmqWb64,67,311015
592,RAYE,5KKpBU5eC2tJDzf0wmlRp2,70,555819
593,Bibi Blocksberg,3t2iKODSDyzoDJw7AsD99u,76,203387
594,ScHoolboy Q,5IcR3N7QB1j6KBL8eImZ8m,71,4312466
595,Zac Brown Band,6yJCxee7QumYr820xdIsjo,71,3352141
596,Jax Jones,4Q6nIcaBED8qUel8bBx6Cr,73,1067874
597,Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,76,5964381
598,Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,69,2254522
599,Ingrid Andress,0jPnVIasXzBYjrlpO5irii,61,111899
600,Sasha Alex Sloan,4xnihxcoXWK3UqryOSnbw5,69,1204033
601,SHAUN,72nLe76yBFSlP6VBzME358,59,335357
602,AJ Mitchell,6dn6x1XOng3LOAnfTjUn77,62,819432
603,John K,73eAAfRkS2Vi4hx68oTJJE,62,225380
604,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,77,2514142
605,SleazyWorld Go,7FOQfJbC3e4GNoheojERnF,64,98549
606,Charli XCX,25uiPmTg16RbhZWAqwLBy5,75,2712194
607,Juanes,0UWZUmn7sybxMCqrw9tGa7,75,4119736
608,ILLENIUM,45eNHdiiabvmbp4erw26rg,72,1313591
609,Dillon Francis,5R3Hr2cnCCjt220Jmt2xLf,65,1109062
610,Gryffin,2ZRQcIgzPCVaT9XKhXZIzh,72,869577
611,Chris Stapleton,4YLtscXsxbVgi031ovDDdh,76,5006364
612,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,75,4355576
613,Hillsong Worship,3SgHzT552wy2W8pNLaLk24,71,4367754
614,Iron Maiden,6mdiAmATAx73kdxrNrnlao,72,7853428
615,Los Ángeles Azules,0ZCO8oVkMj897cKgFH7fRW,75,6433489
616,Kali Uchis,1U1el3k54VvEUzo3ybLPlM,79,3308917
617,Amaarae,21UPYSRWFKwtqvSAnFnSvS,63,143211
618,Don Toliver,4Gso3d4CscCijv0lmajZWs,78,2367247
619,Skillet,49bzE5vRBRIota4qeHtQM8,71,4349261
620,Bomba Estéreo,5n9bMYfz9qss2VOW89EVs2,76,1003064
621,Badshah,0y59o4v8uw5crbN9M3JiL1,74,22382864
622,alt-J,3XHO7cRUPCLOr6jwp8vsx5,69,3078044
623,Blake Shelton,1UTPBmNbXNTittyMJrNkvw,71,6747328
624,DDG,0WK3H9OErSn5zKOkOV5egm,66,849743
625,Vicente Fernández,4PPoI9LuYeFX8V674Z1R6l,75,7917503
626,Maria Becerra,1DxLCyH42yaHKGK3cl5bvG,81,3317746
627,Lola Indigo,3bvfu2KAve4lPHrhEFDZna,65,834666
628,Journey,0rvjqX7ttXeg3mTy8Xscbt,73,4650939
629,The Vamps,7gAppWoH7pcYmphCVTXkzs,68,5440166
630,BROCKHAMPTON,1Bl6wpkWCQ4KVgnASpvzzA,73,2040770
631,Bonez MC,1aS5tqEs9ci5P9KD9tZWa6,75,1928511
632,RAF Camora,0Dvx6p8JDyzeOPGmaCIH1L,75,1581909
633,Makar,4YW1GDcW9hobRPMDi8v6XH,40,38628
634,Weezer,3jOstUTkEu2JkjvRdBA5Gu,72,2931332
635,Tim McGraw,6roFdX1y5BYSbp60OTJWMd,70,4196744
636,FMK,0dUyjgCyjfj5eMx6bX2TWf,67,1011782
637,Micro TDH,1aWJsBQa67l72j1VT3D6Ow,69,1430299
638,Danna Paola,5xSx2FM8mQnrfgM1QsHniB,73,4165252
639,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,69,3764858
640,Soda Stereo,7An4yvF7hDYDolN4m5zKBp,73,7246930
641,Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,69,1308151
642,Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,75,3308484
643,Juan Gabriel,2MRBDr0crHWE5JwPceFncq,74,7170400
644,Imanbek,5rGrDvrLOV2VV8SCFVGWlj,75,166361
645,SAINt JHN,0H39MdGGX6dbnnQPt6NQkZ,69,900997
646,Korn,3RNrq3jvMZxD9ZyoOZbQOD,73,5808342
647,Lunay,47MpMsUfWtgyIIBEFOr4FE,71,7549088
648,Young Martino,7Kh6SBEGtFtqjYo5bN0ACG,49,30965
649,The Doors,22WZ7M8sxp5THdruNY3gXt,71,6897397
650,Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,72,5517030
651,K/DA,4gOc8TsQed9eqnqJct2c5v,65,1706905
652,Surf Mesa,1lmU3giNF3CSbkVSQmLpHQ,62,153054
653,The Cure,7bu3H8JO7d0UbMoVzbo70s,74,4071458
654,Rise Against,6Wr3hh341P84m3EI8qdn9O,70,2551712
655,Why Don't We,2jnIB6XdLvnJUeNTy5A0J2,70,3384142
656,Carly Rae Jepsen,6sFIWsNpZYqfjUpaCgueju,74,5170496
657,Owl City,07QEuhtrNmmZ0zEcqE9SF6,68,2281301
658,Lewis OfMan,1hkRfKGoJisJDbo6eSf1pg,50,72608
659,Supermode,7urnl0uH1w3NCoErxw7AUK,57,8323
660,JP Cooper,4kYGAK2zu9EAomwj3hXkXy,68,811977
661,Emily Burns,6Gi8ZaXGx8MK79HwzXpuVZ,52,151866
662,Gabrielle Aplin,3w6zswp5THsSKYLICUbDTZ,58,664952
663,PNL,3NH8t45zOTqzlZgBvZRjvB,74,6070833
664,Papa Roach,4RddZ3iHvSpGV4dvATac9X,70,4510629
665,Lil Yachty,6icQOAFXDZKsumw3YXyusw,77,8494676
666,Bhad Bhabie,7DuTB6wdzqFJGFLSH17k8e,57,3068061
667,Remble,65s98MYZ4xFpgKlUYS5XKw,57,153834
668,AJ Tracey,4Xi6LSfFqv26XgP9NKN26U,68,1124690
669,MARINA,6CwfuxIqcltXDGjfZsMd9A,72,4131845
670,Ludovico Einaudi,2uFUBdaVGtyMqckSeCl0Qj,77,2803039
671,Rex Orange County,7pbDxGE6nQSZVfiFdq9lOL,77,4741690
672,Birdy,2WX2uTcsvV5OnS0inACecP,70,3604233
673,RHODES,07FfkbljNIdl45Ijlh1aXS,55,112678
674,Hybrid Minds,05lF0DUkLJqiW5o70SScyR,57,121462
675,Outkast,1G9G7WwrXka3Z1r7aIDjI7,73,2084713
676,Bruno & Barretto,70x9rYb58QCNNeNxuO3StS,60,2527341
677,Zé Felipe,7cmuxPnXRJxwuYDHfbD8Eu,70,3732519
678,Os Barões Da Pisadinha,5Lv2GUVwqmQBPwrTrxucE5,69,6494789
679,T.I.,4OBJLual30L7gRl5UkeRcT,73,4397448
680,E-40,3crnzLy8R4lVwaigKEOz7V,67,793492
681,Noah Cyrus,55fhWPvDiMpLnE4ZzNXZyW,71,1056012
682,PJ Harding,1RryIbDjpwt00AKkSpCGvP,53,15079
683,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,74,4635278
684,Depeche Mode,762310PdDnwsDxAQxzQkfX,72,4856252
685,Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,70,4116691
686,C. Tangana,5TYxZTjIPqKM8K8NuP9woO,75,2248092
687,Omar Montes,3lY9Fxceu60W1rbon7PkuF,69,486807
688,Eric Church,2IvkS5MXK0vPGnwyJsrEyV,70,3573150
689,Mike WiLL Made-It,0NWbwDZY1VkRqFafuQm6wk,64,1447303
690,Dave Matthews Band,2TI7qyDE0QfyOlnbtfDo7L,62,1786275
691,Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,70,5924379
692,Paul McCartney,4STHEaNw4mPZ2tzheohgXB,70,4186214
693,Norah Jones,2Kx7MNY7cI1ENniW7vT30N,71,2869399
694,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,70,5099305
695,John Mayall & The Bluesbreakers,2ScuQMRWThcifBRIvNDFDC,46,376312
696,The Game,0NbfKEOTQCcwd6o7wSDOHI,73,4280582
697,Warren G,2B4ZHz4QDWJTXPFPgO5peE,62,2039529
698,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,71,3879728
699,EXO,3cjEqqelV9zb4BYE3qDQ4O,69,9257461
700,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,70,4344208
701,R.E.M.,4KWTAlx2RvbpseOGMEmROg,72,3757697
702,George Michael,19ra5tSw0tWufvUp8GotLo,71,3989626
703,Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok,69,3004673
704,Wham!,5lpH0xAS4fVfLkACg9DAuM,72,2089060
705,Rick Ross,1sBkRIssrMs1AbVkOJbc7a,76,6399081
706,Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,68,6170105
707,Christina Perri,7H55rcKCfwqkyDFH9wpKM6,70,3425943
708,Yung Gravy,2YOYua8FpudSEiB9s88IgQ,73,1513341
709,bbno$,41X1TR6hrK8Q2ZCpp2EqCz,73,1139890
710,Y2K,6USMTwO0MNDnKte5a5h0xx,62,284616
711,Rod Wave,45TgXXqMDdF8BkjA83OM7z,78,3907521
712,KHEA,4m6ubhNsdwF4psNf3R8kwR,74,4601200
713,Rusherking,3Apb2lGmGJaBmr0TTBJvIZ,71,1051543
714,Breaking Benjamin,5BtHciL0e0zOP7prIHn3pP,70,4112898
715,STARSET,0kD8IT1CzF7js2XKM9lLLa,64,813188
716,Ufo361,5pVRwX5ZQR7hfJ18w8ZYkl,71,1865796
717,KALIM,4RjamFQJNT8nVbTKXJDJgv,59,1894117
718,Luciano,0Y8KmFkKOgJybpVobn1onU,61,796715
719,Lucio101,4LwRgSkj7AJJTKLnEaHjMv,62,235818
720,SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,78,7925343
721,"Earth, Wind & Fire",4QQgXkCYTt3BlENzhyNETg,72,3682110
722,Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,74,1210492
723,Bibi und Tina,2x8vG4f0HYXzMEo3xNsoiI,75,200287
724,Aminé,3Gm5F95VdRxW3mqCn8RPBJ,68,1817785
725,Bea Miller,1o2NpYGqHiCq7FoiYdyd1x,68,2807605
